CreatureId,Arksplorer,Arkpedia,ArkpediaUrl,Dodex,DodexUrl,Maps,Habitat
BionicRex_Character_BP_C,Tek Rex,Tek Rex,Tek_Rex,Rex,rex,"The Island, The Center, Scorched Earth, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles",Terrestrial
BionicStego_Character_BP_C,Tek Stegosaurus,Tek Stegosaurus,Tek_Stegosaurus,Stegosaurus,stegosaurus,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles","Terrestrial, Subterranean"
Achatina_Character_BP_Aberrant_C,Aberrant Achatina,Achatina,Achatina,Achatina,achatina,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Crystal Isles, Mobile","Subterranean, Terrestrial"
Angler_Character_BP_Aberrant_C,Aberrant Anglerfish,Anglerfish,Anglerfish,Angler,angler,"The Island, The Center, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Ankylo_Character_BP_Aberrant_C,Aberrant Ankylosaurus,Ankylosaurus,Ankylosaurus,Ankylosaurus,ankylosaurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
SpiderS_Character_BP_Aberrant_C,Aberrant Araneo,Araneo,Araneo,Araneo,araneo,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Arthro_Character_BP_Aberrant_C,Aberrant Arthropluera,Arthropluera,Arthropluera,Arthropluera,arthropluera,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Baryonyx_Character_BP_Aberrant_C,Aberrant Baryonyx,Baryonyx,Baryonyx,Baryonyx,baryonyx,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Toad_Character_BP_Aberrant_C,Aberrant Beelzebufo,Beelzebufo,Beelzebufo,Beelzebufo,beelzebufo,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Turtle_Character_BP_Aberrant_C,Aberrant Carbonemys,Carbonemys,Carbonemys,Carbonemys,carbonemys,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Terrestrial, Subterranean"
Carno_Character_BP_Aberrant_C,Aberrant Carnotaurus,Carnotaurus,Carnotaurus,Carnotaurus,carnotaurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Coel_Character_BP_Aberrant_C,Aberrant Coelacanth,Coelacanth,Coelacanth,Coelacanth,coelacanth,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Cnidaria_Character_BP_Aberrant_C,Aberrant Cnidaria,Cnidaria,Cnidaria,Cnidaria,cnidaria,"The Island, The Center, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Dimetro_Character_BP_Aberrant_C,Aberrant Dimetrodon,Dimetrodon,Dimetrodon,Dimetrodon,dimetrodon,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Dimorph_Character_BP_Aberrant_C,Aberrant Dimorphodon,Dimorphodon,Dimorphodon,Dimorphodon,dimorphodon,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aerial, Subterranean"
Diplocaulus_Character_BP_Aberrant_C,Aberrant Diplocaulus,Diplocaulus,Diplocaulus,Diplocaulus,diplocaulus,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Diplodocus_Character_BP_Aberrant_C,Aberrant Diplodocus,Diplodocus,Diplodocus,Diplodocus,diplodocus,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Crystal Isles, Mobile","Terrestrial, Subterranean"
Direbear_Character_BP_Aberrant_C,Aberrant Dire Bear,Dire Bear,Dire_Bear,Direbear,direbear,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Dodo_Character_BP_Aberrant_C,Aberrant Dodo,Dodo,Dodo,Dodo,dodo,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Doed_Character_BP_Aberrant_C,Aberrant Doedicurus,Doedicurus,Doedicurus,Doedicurus,doedicurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Eel_Character_BP_Aberrant_C,Aberrant Electrophorus,Electrophorus,Electrophorus,Electrophorus,electrophorus,"The Island, The Center, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Equus_Character_BP_Aberrant_C,Aberrant Equus,Equus,Equus,Equus,equus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2, Mobile","Terrestrial, Subterranean"
Iguanodon_Character_BP_Aberrant_C,Aberrant Iguanodon,Iguanodon,Iguanodon,Iguanodon,iguanodon,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Lystro_Character_BP_Aberrant_C,Aberrant Lystrosaurus,Lystrosaurus,Lystrosaurus,Lystrosaurus,lystrosaurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Manta_Character_BP_Aberrant_C,Aberrant Manta,Manta,Manta,Manta,manta,"The Island, The Center, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Megalania_Character_BP_C,Megalania,Megalania,Megalania,Megalania,megalania,"The Island, The Center, Scorched Earth, Ragnarok, Extinction, Genesis: Part 1, Crystal Isles","Subterranean, Terrestrial"
Liopleurodon_Character_BP_C,Liopleurodon,Liopleurodon,Liopleurodon,Liopleurodon,liopleurodon,"The Island, The Center, Ragnarok, Valguero, Genesis: Part 1, Crystal Isles, Mobile",Aquatic
Megalania_Character_BP_Aberrant_C,Aberrant Megalania,Megalania,Megalania,Megalania,megalania,"The Island, The Center, Scorched Earth, Ragnarok, Extinction, Genesis: Part 1, Crystal Isles","Subterranean, Terrestrial"
Megalosaurus_Character_BP_Aberrant_C,Aberrant Megalosaurus,Megalosaurus,Megalosaurus,Megalosaurus,megalosaurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Genesis: Part 1, Crystal Isles, Mobile",Subterranean
Dragonfly_Character_BP_Aberrant_C,Aberrant Meganeura,Meganeura,Meganeura,Meganeura,meganeura,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Aerial"
Moschops_Character_BP_Aberrant_C,Aberrant Moschops,Moschops,Moschops,Moschops,moschops,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Otter_Character_BP_Aberrant_C,Aberrant Otter,Otter,Otter,Otter,otter,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Aquatic, Subterranean"
Sheep_Character_BP_Aberrant_C,Aberrant Ovis,Ovis,Ovis,Ovis,ovis,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles","Terrestrial, Subterranean"
Paracer_Character_BP_Aberrant_C,Aberrant Paraceratherium,Paraceratherium,Paraceratherium,Paraceratherium,paracer,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Para_Character_BP_Aberrant_C,Aberrant Parasaur,Parasaur,Parasaur,Parasaur,parasaur,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Piranha_Character_BP_Aberrant_C,Aberrant Piranha,Piranha,Piranha,Piranha,piranha,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Scorpion_Character_BP_Aberrant_C,Aberrant Pulmonoscorpius,Pulmonoscorpius,Pulmonoscorpius,Pulmonoscorpius,pulmonoscorpius,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Purlovia_Character_BP_Aberrant_C,Aberrant Purlovia,Purlovia,Purlovia,Purlovia,purlovia,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Fossorial, Subterranean"
Raptor_Character_BP_Aberrant_C,Aberrant Raptor,Raptor,Raptor,Raptor,raptor,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Salmon_Character_Aberrant_C,Aberrant Salmon,Sabertooth Salmon,Sabertooth_Salmon,Sabertooth Salmon,sabertoothsalmon,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
Sarco_Character_BP_Aberrant_C,Aberrant Sarco,Sarco,Sarco,Sarco,sarco,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean, Aquatic"
Spino_Character_BP_Aberrant_C,Aberrant Spino,Spino,Spino,Spinosaurus,spinosaur,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Stego_Character_BP_Aberrant_C,Aberrant Stegosaurus,Stegosaurus,Stegosaurus,Stegosaurus,stegosaurus,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2, Mobile","Terrestrial, Subterranean"
BoaFrill_Character_BP_Aberrant_C,Aberrant Titanoboa,Titanoboa,Titanoboa,Titanoboa,titanoboa,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Trike_Character_BP_Aberrant_C,Aberrant Triceratops,Triceratops,Triceratops,Triceratops,triceratops,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Trilobite_Character_Aberrant_C,Aberrant Trilobite,Trilobite,Trilobite,Trilobite,trilobite,"The Island, The Center, Ragnarok, Aberration, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aquatic, Subterranean"
LanternPug_Character_BP_C,Bulbdog,Bulbdog,Bulbdog,Bulbdog,bulbdog,"Aberration, Valguero, Genesis: Part 1","Terrestrial, Subterranean"
LanternBird_Character_BP_C,Featherlight,Featherlight,Featherlight,Featherlight,featherlight,"Aberration, Genesis: Part 1, Crystal Isles","Aerial, Subterranean"
Lightbug_Character_BaseBP_C,Glowbug,Glowbug,Glowbug,Glowbug,glowbug,"Aberration, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2","Aerial, Subterranean"
LanternLizard_Character_BP_C,Glowtail,Glowtail,Glowtail,Glowtail,glowtail,"Aberration, Valguero, Crystal Isles","Terrestrial, Subterranean"
Crab_Character_BP_C,Karkinos,Karkinos,Karkinos,Karkinos,karkinos,"Aberration, Valguero, Genesis: Part 1, Crystal Isles","Terrestrial, Subterranean"
CaveWolf_Character_BP_C,Ravager,Ravager,Ravager,Ravager,ravager,"Aberration, Valguero, Genesis: Part 1, Crystal Isles","Subterranean, Terrestrial"
MoleRat_Character_BP_C,Roll Rat,Roll Rat,Roll_Rat,Roll Rat,rollrat,"Aberration, Valguero, Genesis: Part 1","Fossorial, Subterranean"
Pteroteuthis_Char_BP_C,Seeker,Seeker,Seeker,Seeker,seeker,"Aberration, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2","Terrestrial, Subterranean, Aerial"
Xenomorph_Character_BP_Male_C,Reaper,Reaper,Reaper,Reaper,reaper,"Aberration, Extinction, Genesis: Part 1, Genesis: Part 2","Subterranean, Terrestrial, Fossorial"
Xenomorph_Character_BP_Male_Chupa_C,Reaper King,Reaper King,Reaper_King,Reaper,reaper,Aberration,
Xenomorph_Character_BP_Male_Minion_C,Reaper King,Reaper King,Reaper_King,Reaper,reaper,Aberration,
Xenomorph_Character_BP_Female_C,Reaper Queen,Reaper Queen,Reaper_Queen,Reaper,reaper,"Aberration, Genesis: Part 1","Subterranean, Fossorial"
ChupaCabra_Character_BP_C,Nameless,Nameless,Nameless,Nameless,nameless,"Aberration, Genesis: Part 1","Terrestrial, Fossorial, Subterranean"
RockDrake_Character_BP_C,Rock Drake,Rock Drake,Rock_Drake,Rock Drake,rockdrake,"Aberration, Extinction, Genesis: Part 1","Terrestrial, Aerial, Subterranean"
EndDrone_Character_BP_C,Attack Drone,Attack Drone,Attack_Drone,Attack Drone,attackdrone,"The Island, Genesis: Part 1",Aerial
EndDrone_Character_BP_Hard_C,Attack Drone,Attack Drone,Attack_Drone,Attack Drone,attackdrone,"The Island, Genesis: Part 1",Aerial
EndDrone_Character_BP_Med_C,Attack Drone,Attack Drone,Attack_Drone,Attack Drone,attackdrone,"The Island, Genesis: Part 1",Aerial
EndDrone_Character_BP_Easy_C,Attack Drone,Attack Drone,Attack_Drone,Attack Drone,attackdrone,"The Island, Genesis: Part 1",Aerial
Basilisk_Character_BP_C,Basilisk,Basilisk,Basilisk,Basilisk,basilisk,"Aberration, Genesis: Part 1, Crystal Isles","Terrestrial, Fossorial, Subterranean"
Arthro_Character_BP_Corrupt_C,Corrupted Arthropluera,Arthropluera,Arthropluera,Arthropluera,arthropluera,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Carno_Character_BP_Corrupt_C,Corrupted Carnotaurus,Carnotaurus,Carnotaurus,Carnotaurus,carnotaurus,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Chalico_Character_BP_Corrupt_C,Corrupted Chalicotherium,Chalicotherium,Chalicotherium,Chalicotherium,chalicotherium,"The Island, The Center, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile",Terrestrial
CorruptTumor_Character_BP_C,Corrupt Tumor,,,,,,
Dilo_Character_BP_Corrupt_C,Corrupted Dilophosaur,Dilophosaur,Dilophosaur,Dilophosaur,dilophosaur,"The Island, The Center, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2, Mobile","Subterranean, Terrestrial"
Dimorph_Character_BP_Corrupt_C,Corrupted Dimorphodon,Dimorphodon,Dimorphodon,Dimorphodon,dimorphodon,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Aerial, Subterranean"
Gigant_Character_BP_Corrupt_C,Corrupted Giganotosaurus,Giganotosaurus,Giganotosaurus,Giganotosaurus,giganotosaurus,"The Island, The Center, Ragnarok, Extinction, Valguero, Crystal Isles, Mobile",Terrestrial
Paracer_Character_BP_Corrupt_C,Corrupted Paraceratherium,Paraceratherium,Paraceratherium,Paraceratherium,paracer,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Ptero_Character_BP_Corrupt_C,Corrupted Pteranodon,Pteranodon,Pteranodon,Pteranodon,pteranodon,"The Island, The Center, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2, Mobile",Aerial
Raptor_Character_BP_Corrupt_C,Corrupted Raptor,Raptor,Raptor,Raptor,raptor,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Subterranean, Terrestrial"
Xenomorph_Character_BP_Male_Tamed_Corrupt_C,Corrupted Reaper King,Reaper King,Reaper_King,Reaper,reaper,Aberration,
Rex_Character_BP_Corrupt_C,Corrupted Rex,Rex,Rex,Rex,rex,"The Island, The Center, Scorched Earth, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile",Terrestrial
RockDrake_Character_BP_Corrupt_C,Corrupted Rock Drake,Rock Drake,Rock_Drake,Rock Drake,rockdrake,"Aberration, Extinction, Genesis: Part 1","Terrestrial, Aerial, Subterranean"
Spino_Character_BP_Corrupt_C,Corrupted Spino,Spino,Spino,Spinosaurus,spinosaur,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Stego_Character_BP_Corrupt_C,Corrupted Stegosaurus,Stegosaurus,Stegosaurus,Stegosaurus,stegosaurus,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Genesis: Part 2, Mobile","Terrestrial, Subterranean"
Trike_Character_BP_Corrupt_C,Corrupted Triceratops,Triceratops,Triceratops,Triceratops,triceratops,"The Island, The Center, Ragnarok, Aberration, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
Wyvern_Character_BP_Fire_Corrupt_C,Corrupted Wyvern,Wyvern,Wyvern,Wyvern,wyvern,"Scorched Earth, Ragnarok, Extinction, Valguero, Genesis: Part 1",Aerial
EndTank_Character_BP_C,Defense Unit,Defense Unit,Defense_Unit,Defense Unit,defenseunit,"The Island, Genesis: Part 1",Terrestrial
Enforcer_Character_BP_C,Enforcer,Enforcer,Enforcer,Enforcer,enforcer,Extinction,Terrestrial
Gacha_Character_BP_C,Gacha,Gacha,Gacha,Gacha,gacha,Extinction,"Terrestrial, Subterranean"
Gacha_Claus_Character_BP_C,Gacha Claus,GachaClaus,GachaClaus,,,"The Island, The Center, Scorched Earth, Ragnarok, Aberration, Extinction, Valguero",Terrestrial
GasBags_Character_BP_C,Gasbags,Gasbags,Gasbags,Gasbags,gasbags,"Extinction, Genesis: Part 1",Aerial
IceJumper_Character_BP_C,Managarmr,Managarmr,Managarmr,Managarmr,managarmr,"Extinction, Genesis: Part 1",Aerial
Mek_Character_BP_C,Mek,Mek,Mek,Mek,mek,Extinction,Terrestrial
MegaMek_Character_BP_C,Mega Mek,Mega Mek,Mega_Mek,Mega Mek,megamek,Extinction,Terrestrial
Scout_Character_BP_C,Scout,Scout,Scout,Scout,scout,Extinction,Aerial
Owl_Character_BP_C,Snow Owl,Snow Owl,Snow_Owl,Snow Owl,snowowl,"Extinction, Genesis: Part 1",Aerial
Griffin_Character_BP_C,Griffin,Griffin,Griffin,Griffin,griffin,"Ragnarok, Crystal Isles","Terrestrial, Aerial"
Griffin_Character_Minion_BP_C,Griffin,Griffin,Griffin,Griffin,griffin,"Ragnarok, Crystal Isles","Terrestrial, Aerial"
Iceworm_Character_Minion_BP_smaller_C,Iceworm,Iceworm Male,Iceworm_Male,,,Ragnarok,"Fossorial, Subterranean"
LavaGolem_Character_BP_C,Lava Golem,Lava Elemental,Lava_Elemental,,,Ragnarok,Subterranean
Wyvern_Character_BP_Lightning_C,Lightning Wyvern,Lightning Wyvern,Lightning_Wyvern,Wyvern,wyvern,"Scorched Earth, Ragnarok, Genesis: Part 1",Aerial
Wyvern_Character_BP_Poison_C,Poison Wyvern,Poison Wyvern,Poison_Wyvern,Wyvern,wyvern,"Scorched Earth, Ragnarok, Genesis: Part 1",Aerial
MegaBasilisk_Character_BP_C,Alpha Basilisk,Alpha Basilisk,Alpha_Basilisk,Basilisk,basilisk,Aberration,"Terrestrial, Fossorial, Subterranean"
MegaCarno_Character_BP_C,Alpha Carnotaurus,Alpha Carnotaurus,Alpha_Carnotaurus,Carnotaurus,carnotaurus,"The Island, The Center, Ragnarok, Extinction, Valguero, Genesis: Part 1, Crystal Isles, Mobile","Terrestrial, Subterranean"
MegaDeathworm_Character_BP_C,Alpha Deathworm,Alpha Deathworm,Alpha_Deathworm,Deathworm,deathworm,"Scorched Earth, Ragnarok",Fossorial
MegaWyvern_Character_BP_Fire_C,Alpha Fire Wyvern,Alpha Fire Wyvern,Alpha_Fire_Wyvern,Wyvern,wyvern,"Scorched Earth, Ragnarok, Valguero",Aerial
MegaCrab_Character_BP_C,Alpha Karkinos,Alpha Karkinos,Alpha_Karkinos,Karkinos,karkinos,"Aberration, Valguero","Terrestrial, Subterranean"
Alpha_Leedsichthys_Character_BP_C,Alpha Leedsichthys,Alpha Leedsichthys,Alpha_Leedsichthys,Leedsichthys,leedsichthys,"The Island, The Center, Ragnarok, Valguero, Genesis: Part 1, Crystal Isles",Aquatic
Mosa_Character_BP_Mega_C,Alpha Mosasaur,Alpha Mosasaur,Alpha_Mosasaur,Mosasaurus,mosasaurus,"The Island, The Center, Ragnarok, Valguero, Crystal Isles, Mobile",Aquatic
Mosa_Character_BP_Mega_Cave_C,Alpha Mosasaur (Cave),Alpha Mosasaur,Alpha_Mosasaur,Mosasaurus,mosasaurus,"The Island, The Center, Ragnarok, Valguero, Crystal Isles, Mobile",Aquatic
MegaMegalodon_Character_BP_C,Alpha Megalodon,Alpha Megalodon,Alpha_Megalodon,Megalodon,megalodon,"The Island, The Center, Ragnarok, Valguero, Crystal Isles",Aquatic
MegaRaptor_Character_BP_C,Alpha Raptor,Alpha Raptor,Alpha_Raptor,Raptor,raptor,"The Island, The Center, Ragnarok, Extinction, Valguero, Crystal Isles, Mobile","Terrestrial, Subterranean"
MegaRex_Character_BP_C,Alpha T-Rex,Alpha T-Rex,Alpha_T-Rex,Rex,rex,"The Island, The Center, Ragnarok, Extinction, Valguero, Crystal Isles, Mobile",Terrestrial
Mega_Tusoteuthis_Character_BP_C,Alpha Tusoteuthis,Alpha Tusoteuthis,Alpha_Tusoteuthis,Tusoteuthis,tusoteuthis,"The Island, The Center, Ragnarok, Valguero, Genesis: Part 1, Crystal Isles",Aquatic
MegaXenomorph_Character_BP_Male_Surface_C,Alpha Reaper King (Surface),Surface Reaper King,Surface_Reaper_King,Reaper,reaper,"Aberration, Genesis: Part 1","Terrestrial, Fossorial"
MegaRex_Character_BP_Corrupt_C,Alpha Corrupted Rex,Alpha T-Rex,Alpha_T-Rex,Rex,rex,"The Island, The Center, Ragnarok, Extinction, Valguero, Crystal Isles, Mobile",Terrestrial
Enraged Triceratops,Enraged Triceratops,Enraged Triceratops,Enraged_Triceratops,Triceratops,triceratops,Extinction,Terrestrial
DesertKaiju_FirstFlockChar_BP_C,Desert Titan Flock,Desert Titan Flock,Desert_Titan_Flock,Desert Titan,deserttitan,Extinction,Boss
DesertKaiju_Character_BP_C,Desert Titan,Desert Titan,Desert_Titan,Desert Titan,deserttitan,Extinction,Boss
DesertKaiju_Character_BP_Hard_C,Desert Titan (Alpha),Desert Titan,Desert_Titan,Desert Titan,deserttitan,Extinction,Boss
DesertKaiju_Character_BP_Medium_C,Desert Titan (Beta),Desert Titan,Desert_Titan,Desert Titan,deserttitan,Extinction,Boss
DesertKaiju_Character_BP_Easy_C,Desert Titan (Gamma),Desert Titan,Desert_Titan,Desert Titan,deserttitan,Extinction,Boss
ForestKaiju_Character_BP_C,Forest Titan,Forest Titan,Forest_Titan,Forest Titan,foresttitan,Extinction,Boss
ForestKaiju_Character_BP_Hard_C,Forest Titan (Alpha),Forest Titan,Forest_Titan,Forest Titan,foresttitan,Extinction,Boss
ForestKaiju_Character_BP_Medium_C,Forest Titan (Beta),Forest Titan,Forest_Titan,Forest Titan,foresttitan,Extinction,Boss
ForestKaiju_Character_BP_Easy_C,Forest Titan (Gamma),Forest Titan,Forest_Titan,Forest Titan,foresttitan,Extinction,Boss
IceKaiju_Character_BP_C,Ice Titan,Ice Titan,Ice_Titan,Ice Titan,icetitan,Extinction,Boss
IceKaiju_Character_BP_Hard_C,Ice Titan (Alpha),Ice Titan,Ice_Titan,Ice Titan,icetitan,Extinction,Boss
IceKaiju_Character_BP_Medium_C,Ice Titan (Beta),Ice Titan,Ice_Titan,Ice Titan,icetitan,Extinction,Boss
IceKaiju_Character_BP_Easy_C,Ice Titan (Gamma),Ice Titan,Ice_Titan,Ice Titan,icetitan,Extinction,Boss
KingKaiju_Character_BP_Alpha_C,King Titan (Alpha),King Titan,King_Titan,King Titan,kingtitan,Extinction,Boss
KingKaiju_Character_BP_Beta_C,King Titan (Beta),King Titan,King_Titan,King Titan,kingtitan,Extinction,Boss
KingKaiju_Character_BP_Gamma_C,King Titan (Gamma),King Titan,King_Titan,King Titan,kingtitan,Extinction,Boss
Dragon_Character_BP_Boss_Hard_C,Dragon (Alpha),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
Dragon_Character_BP_Boss_Medium_C,Dragon (Beta),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
Dragon_Character_BP_Boss_Easy_C,Dragon (Gamma),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
Dragon_Character_BP_Boss_Hard_Ragnarok_C,Dragon (Alpha),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
Dragon_Character_BP_Boss_Medium_Ragnarok_C,Dragon (Beta),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
Dragon_Character_BP_Boss_Easy_Ragnarok_C,Dragon (Gamma),Dragon,Dragon,Dragon,dragon,"The Island, Ragnarok, Valguero, Genesis: Part 1","Aerial, Boss"
EndBossSpiderL_Character_BP_C,Broodmother,Broodmother Lysrix,Broodmother_Lysrix,Broodmother Lysrix,broodmotherlysrix,"The Island, The Center, Valguero, Genesis: Part 1","Terrestrial, Boss"
EndBossSpiderL_Character_BP_Hard_C,Broodmother (Alpha),Broodmother Lysrix,Broodmother_Lysrix,Broodmother Lysrix,broodmotherlysrix,"The Island, The Center, Valguero, Genesis: Part 1","Terrestrial, Boss"
EndBossSpiderL_Character_BP_Medium_C,Broodmother (Beta),Broodmother Lysrix,Broodmother_Lysrix,Broodmother Lysrix,broodmotherlysrix,"The Island, The Center, Valguero, Genesis: Part 1","Terrestrial, Boss"
EndBossSpiderL_Character_BP_Easy_C,Broodmother (Gamma),Broodmother Lysrix,Broodmother_Lysrix,Broodmother Lysrix,broodmotherlysrix,"The Island, The Center, Valguero, Genesis: Part 1","Terrestrial, Boss"
SpiderL_Character_BP_Hard_C,Broodmother (Alpha),Broodmother Lysrix,Broodmother_Lysrix,Broodmother Lysrix,broodmotherlysrix,"The Island, The Center, Valguero, Genesis: Part 1","Terrestrial, Boss"
